ID_UNICO,ingresos_jovenes,SEXO,EDAD,INFORMAL,REGION,NIVEL_EDUCATIVO,INTERNET,SEGURO_SALUD,mesestrab_antiguedad
018783_045_11_02,1020,0,27,0,Selva,1,1,1,72
018784_030_11_01,2400,0,24,1,Selva,1,1,1,1
018786_002_11_01,1000,0,23,0,Selva,2,1,1,12
018786_002_11_02,1025,0,18,1,Selva,1,1,1,3
018786_078_11_03,2000,0,24,0,Selva,2,1,1,1
018786_089_11_05,1540,0,20,1,Selva,2,1,1,36
018787_083_11_02,1905,0,18,1,Selva,1,1,0,1
018787_141_11_02,2700,0,27,0,Selva,1,1,1,24
018788_116_11_04,1200,0,23,1,Selva,1,1,0,2
018788_116_11_05,1200,0,20,1,Selva,1,0,1,24
018788_116_11_06,50,1,17,1,Selva,1,1,1,1
018788_174_11_01,1300,1,27,1,Selva,2,1,1,1
018788_174_11_03,1200,1,26,1,Selva,2,1,0,1
018789_011_11_04,1101,1,19,1,Selva,1,1,1,24
018789_011_11_07,1500,1,27,1,Selva,2,1,1,36
018789_070_11_02,629,0,28,1,Selva,2,1,1,12
018790_155_11_01,2250,0,28,0,Selva,2,1,0,12
018791_015_11_04,800,0,18,1,Selva,1,1,1,2
018791_069_11_03,600,0,29,1,Selva,2,1,0,60
018792_034_11_02,7246,0,27,0,Selva,2,1,1,96
018792_076_11_03,1440,0,28,1,Selva,1,1,0,1
018792_099_11_03,900,0,24,1,Selva,2,1,1,3
018793_045_11_02,810,1,23,0,Selva,1,1,1,36
018793_070_11_01,1965,0,22,1,Selva,1,1,1,84
018793_070_11_02,342,1,22,1,Selva,1,1,1,2
018793_119_11_01,1800,0,27,0,Selva,2,1,1,24
018794_082_11_02,150,1,26,1,Selva,1,1,0,1
018794_100_11_03,120,1,17,1,Selva,1,1,1,1
018794_117_11_02,2742,1,24,0,Selva,2,1,1,7
018795_007_11_02,1800,0,24,1,Selva,2,1,0,72
018795_069_11_03,900,1,17,1,Selva,1,1,1,1
018795_160_11_03,640,0,25,1,Selva,1,1,1,1
018796_044_11_01,1200,0,22,1,Selva,2,1,1,2
018796_077_11_04,1436,0,24,1,Selva,2,1,1,34
018797_018_11_04,1340,1,25,1,Selva,2,1,1,7
018797_018_11_05,1200,0,23,1,Selva,1,1,1,1
018797_029_11_03,900,0,23,1,Selva,2,1,0,6
018797_079_11_01,1700,0,25,1,Selva,2,1,1,3
018798_093_11_01,600,0,28,1,Selva,2,1,1,12
018800_154_11_02,846,0,29,1,Selva,1,1,0,12
018802_010_11_01,1200,0,28,1,Selva,2,1,0,9
018802_010_11_02,1250,1,21,1,Selva,2,1,1,2
018802_010_11_05,1387,1,26,0,Selva,2,1,1,4
018802_069_11_02,960,1,25,1,Selva,1,1,1,1
018802_085_11_01,688,1,25,1,Selva,1,1,1,2
018802_100_11_01,800,0,27,1,Selva,1,1,0,1
018804_057_11_02,1350,0,28,0,Selva,1,1,1,16
018805_072_11_01,1600,0,29,1,Selva,1,1,1,12
018806_051_11_02,70,0,18,1,Selva,1,1,1,1
018806_118_11_03,210,0,16,1,Selva,1,1,1,1
018807_037_11_03,1305,1,29,0,Selva,2,1,1,5
018807_037_11_04,649,0,24,1,Selva,1,1,1,2
018807_053_11_02,1200,1,23,1,Selva,2,1,1,1
018812_104_11_01,1074,0,29,0,Selva,2,1,1,24
018812_104_11_02,2058,1,21,1,Selva,1,1,1,6
018812_144_11_03,250,1,19,0,Selva,2,0,1,1
018813_102_11_02,6530,0,26,0,Selva,2,1,1,36
018814_010_11_01,720,1,23,1,Selva,1,1,1,6
018814_049_11_02,4000,1,24,1,Selva,2,1,1,6
018814_135_11_03,110,1,19,1,Selva,1,1,1,3
018815_027_11_02,276,1,21,1,Selva,2,1,1,3
018815_027_11_03,240,1,19,1,Selva,2,1,1,5
018815_027_11_04,240,1,17,1,Selva,1,1,1,2
018815_032_11_03,800,1,20,1,Selva,1,1,1,12
018815_082_11_02,450,0,23,1,Selva,2,1,1,12
018815_082_11_03,800,0,20,1,Selva,2,1,1,24
018815_082_11_04,900,1,18,1,Selva,1,1,1,2
018816_004_11_04,4000,0,28,1,Selva,2,1,1,12
018816_052_11_02,1200,1,25,1,Selva,1,1,0,12
018816_133_11_03,900,1,29,1,Selva,2,1,1,1
018816_133_11_05,600,0,18,1,Selva,1,1,1,1
018818_003_11_04,1847,1,29,0,Selva,2,1,1,60
018821_029_11_03,1000,0,27,0,Selva,2,1,1,12
018822_033_11_01,892,1,22,0,Selva,2,1,1,1
018823_018_11_01,2000,0,29,1,Selva,2,1,0,12
018824_043_11_02,1500,1,25,1,Selva,2,1,1,12
018824_088_11_04,1200,0,29,1,Selva,1,1,1,1
018824_088_11_07,1200,0,23,1,Selva,1,1,1,48
018824_088_11_08,1200,0,23,1,Selva,1,1,1,60
018826_030_11_04,4000,0,28,0,Selva,2,1,1,60
018826_030_11_06,2000,0,28,1,Selva,2,1,1,1
018826_094_11_01,320,1,27,1,Selva,2,1,1,12
018826_139_11_02,212,1,29,1,Selva,1,1,0,2
018827_066_11_03,2135,0,23,1,Selva,1,1,1,1
018829_109_11_02,1000,0,22,1,Selva,1,1,1,4
018829_121_11_01,650,0,25,1,Selva,1,1,1,18
018829_121_11_02,800,1,21,1,Selva,2,1,0,1
018830_070_11_03,280,0,23,1,Selva,2,1,0,1
018830_083_11_03,1220,0,26,0,Selva,2,1,1,120
018830_096_11_02,1080,1,27,1,Selva,2,1,1,6
018835_039_11_03,360,1,23,1,Selva,2,1,1,1
018835_167_11_06,346,0,18,1,Selva,1,1,1,1
018835_193_11_03,1800,0,21,1,Selva,1,1,1,12
018836_027_11_01,4805,1,25,1,Selva,1,1,1,48
018837_001_11_02,500,1,15,1,Selva,1,1,1,1
018837_029_11_01,3500,0,29,1,Selva,2,1,1,1
018838_022_11_01,1113,0,21,0,Selva,2,1,1,12
018838_036_11_01,1200,0,26,1,Selva,1,1,0,6
018838_051_11_01,240,1,26,1,Selva,2,1,1,48
018838_051_11_02,2400,0,29,1,Selva,1,1,1,48
018839_058_11_03,78,0,22,1,Selva,1,1,0,8
018839_058_11_04,303,0,20,1,Selva,1,1,1,12
018839_058_11_05,720,0,18,1,Selva,1,1,0,1
018839_115_11_03,280,0,20,1,Selva,2,1,1,1
018839_115_11_04,70,1,15,1,Selva,1,1,1,1
018842_005_11_03,450,0,25,1,Selva,2,1,0,48
018842_005_11_04,1300,0,19,1,Selva,1,1,1,1
018842_018_11_08,1200,0,17,1,Selva,1,1,1,1
018843_053_11_03,1600,0,28,1,Selva,1,1,1,4
018843_104_11_04,500,0,23,1,Selva,2,1,1,3
018844_032_11_02,1200,1,22,1,Selva,1,0,1,1
018844_088_11_03,500,1,19,1,Selva,1,1,1,3
018845_040_11_03,200,1,24,1,Selva,2,1,1,1
018845_040_11_04,500,0,22,1,Selva,2,1,1,24
018845_151_11_03,320,0,20,1,Selva,2,1,1,1
018845_191_11_05,1000,1,24,1,Selva,2,1,1,1
018846_081_11_03,2100,0,23,1,Selva,1,1,0,1
018849_126_22_01,2115,0,27,0,Selva,1,1,1,18
018850_035_11_03,2500,0,21,1,Selva,1,0,0,36
018850_035_11_04,2500,0,19,1,Selva,1,1,1,36
018850_077_11_01,1170,1,29,0,Selva,1,1,1,12
018851_006_11_03,1800,0,19,1,Selva,1,1,1,2
018852_018_11_01,2015,0,25,1,Selva,2,1,1,36
018852_018_11_04,1200,0,23,1,Selva,1,1,1,12
018852_150_11_02,150,1,21,1,Selva,2,1,1,24
018853_043_11_03,480,0,21,1,Selva,2,1,1,1
018855_074_11_02,559,1,26,1,Selva,1,1,1,1
018858_037_11_06,1120,0,21,1,Selva,1,1,1,30
018858_063_11_01,680,1,29,1,Selva,1,1,1,6
018858_063_11_02,2395,0,28,1,Selva,1,1,0,72
018858_092_11_02,1800,0,19,1,Selva,1,1,1,1
018859_012_11_03,800,0,17,1,Selva,1,1,1,1
018859_052_11_01,800,1,24,1,Selva,1,1,1,1
018860_012_11_03,20,1,20,1,Selva,1,1,1,1
018860_065_11_02,682,1,29,1,Selva,1,1,1,12
018861_127_11_02,2600,0,26,1,Selva,1,1,1,36
018861_128_11_04,2536,0,24,1,Selva,1,1,0,24
018861_129_11_01,1239,0,23,1,Selva,1,1,1,6
018861_130_11_01,2526,0,26,1,Selva,1,1,1,84
018862_052_11_01,501,1,19,1,Selva,1,1,1,2
018862_052_11_02,1600,0,26,1,Selva,1,1,0,4
018863_008_11_03,800,1,23,1,Selva,2,1,1,1
018863_018_11_01,2988,1,25,1,Selva,1,1,1,84
018864_110_11_01,60,1,25,1,Selva,1,0,1,1
018865_018_11_03,250,0,17,1,Selva,1,1,0,12
018865_023_11_03,600,0,21,1,Selva,1,1,0,2
018866_169_11_01,2000,0,29,1,Selva,1,1,1,120
018866_172_11_01,600,1,29,1,Selva,1,1,1,3
018867_009_11_01,2000,0,23,1,Selva,1,0,1,1
018867_010_11_01,1000,1,25,1,Selva,1,0,1,48
018867_033_11_02,115,0,29,1,Selva,1,1,1,36
018868_111_11_02,600,1,26,1,Selva,1,1,1,1
018874_160_11_02,1200,0,23,1,Selva,1,0,1,1
018875_002_11_03,700,1,20,1,Selva,1,1,1,1
018875_003_11_01,9265,0,27,1,Selva,2,1,0,84
018875_068_11_04,1000,1,25,1,Selva,1,1,1,1
018875_068_11_05,40,0,17,1,Selva,1,1,1,1
018875_069_11_02,400,1,21,1,Selva,1,1,0,1
018876_067_11_01,1000,1,28,1,Selva,2,1,1,1
018877_083_11_01,5835,0,29,1,Selva,1,1,1,2
018878_016_11_01,2160,0,29,1,Selva,2,1,1,1
018880_089_11_05,900,0,19,1,Selva,1,1,0,8
018880_108_11_01,2693,1,27,1,Selva,2,1,0,2
018881_133_11_01,1200,1,26,1,Selva,1,1,0,1
018881_133_11_02,1200,0,27,1,Selva,1,1,0,1
018881_135_11_01,101,1,26,1,Selva,1,1,1,12
018881_136_11_01,720,0,29,1,Selva,2,0,0,1
018882_008_11_03,45,0,15,1,Selva,1,1,1,1
018882_021_11_03,1400,0,20,1,Selva,2,1,1,6
018884_050_11_03,8,0,15,1,Costa,1,1,1,1
018884_050_11_05,1780,1,28,0,Costa,2,1,1,4
018885_007_11_03,600,1,16,1,Costa,1,1,0,1
018885_007_11_05,1600,1,26,1,Costa,2,1,1,2
018885_023_11_03,600,0,20,1,Costa,1,1,0,24
018885_053_11_01,1400,0,28,1,Costa,1,1,1,12
018885_086_11_02,2262,0,27,0,Costa,2,1,1,60
018885_086_11_03,1087,0,26,0,Costa,2,1,1,12
018886_097_11_01,2904,0,28,0,Costa,2,1,1,5
018888_076_11_03,1250,1,24,0,Costa,1,1,1,12
018888_109_11_02,850,1,23,1,Costa,2,1,1,10
018889_035_11_02,40,1,29,1,Costa,2,1,1,24
018889_035_11_04,12,1,27,0,Costa,2,1,1,24
018889_121_11_02,1190,1,25,0,Costa,2,1,1,60
018890_011_11_03,500,0,18,1,Costa,1,1,0,3
018890_028_11_03,796,0,22,1,Costa,2,1,0,3
018892_038_11_02,1200,1,28,1,Costa,2,1,1,12
018892_058_11_02,50,0,23,1,Costa,2,1,1,1
018892_098_11_04,1320,1,24,0,Costa,2,1,1,1
018893_097_11_03,6000,0,25,0,Costa,1,1,1,24
018894_023_11_03,1500,0,29,1,Costa,2,1,1,2
018894_082_11_03,1300,1,21,0,Costa,2,1,1,8
018895_048_11_03,240,0,27,1,Costa,2,1,1,24
018895_048_11_04,770,0,26,0,Costa,2,1,1,60
018895_062_11_03,60,0,22,1,Costa,1,1,0,1
018895_076_11_03,522,0,22,0,Costa,2,1,1,1
018895_076_11_04,960,1,24,1,Costa,2,1,1,2
018896_020_11_03,2500,1,23,1,Costa,2,1,1,5
018896_020_11_04,480,0,22,1,Costa,2,1,1,12
018896_057_11_04,3600,0,29,0,Costa,2,1,1,24
018897_071_11_01,1000,1,21,0,Costa,2,1,1,1
018897_099_11_02,600,0,22,1,Costa,2,1,1,1
018898_020_11_02,1400,0,24,0,Costa,2,1,1,60
018899_070_11_06,1260,0,28,0,Costa,1,1,1,4
018899_082_11_03,200,1,19,1,Costa,1,1,1,1
018899_092_11_06,950,0,21,1,Costa,2,1,0,17
018899_092_11_07,1500,0,27,1,Costa,2,1,0,40
018900_073_11_02,750,1,24,0,Costa,2,1,1,6
018900_091_11_02,80,0,17,1,Costa,1,1,1,1
018900_091_11_03,120,1,15,1,Costa,1,1,1,1
018900_091_11_06,1200,1,19,1,Costa,1,1,1,36
018901_118_11_04,2200,1,29,1,Costa,2,1,1,11
018902_043_11_03,1686,1,28,0,Costa,2,1,1,36
018902_043_11_04,400,1,21,1,Costa,1,1,0,1
018903_130_11_04,1305,1,27,0,Costa,2,1,1,5
018903_130_11_05,1200,0,25,1,Costa,2,1,1,1
018904_021_11_02,800,0,29,1,Costa,2,1,1,48
018904_079_11_01,1500,0,29,0,Costa,2,1,1,5
018907_008_11_01,600,1,27,1,Costa,2,1,1,2
018907_008_11_02,4380,0,26,0,Costa,1,1,1,12
018907_097_11_01,160,0,29,1,Costa,2,1,1,84
018907_097_11_02,1400,1,26,0,Costa,2,1,1,8
018908_028_11_02,1056,1,23,0,Costa,2,1,1,12
018908_028_11_03,585,1,20,0,Costa,1,1,1,5
018909_095_11_04,1200,0,24,1,Costa,2,1,1,6
018910_147_11_03,650,1,24,1,Costa,2,1,0,8
018911_031_11_03,300,0,22,1,Costa,2,1,0,24
018912_048_11_03,240,0,17,1,Costa,1,1,1,2
018912_077_11_03,2200,0,23,0,Costa,2,1,1,1
018912_106_11_04,1400,1,19,1,Costa,1,1,1,1
018913_082_11_03,1025,1,28,1,Costa,2,1,1,3
018913_082_11_04,1025,1,22,1,Costa,2,1,1,2
018914_035_11_01,2175,1,26,0,Costa,2,1,1,3
018914_035_11_04,7813,0,28,0,Costa,2,1,1,120
018914_079_11_02,900,1,22,1,Costa,2,1,1,1
018914_094_11_03,2000,1,29,1,Costa,2,1,1,24
018918_016_11_03,900,0,23,1,Costa,2,1,0,12
018920_007_11_03,2000,0,26,1,Costa,2,1,1,4
018920_007_11_04,1140,0,21,0,Costa,2,1,1,24
018920_049_11_03,600,0,22,1,Costa,2,1,0,1
018920_065_11_03,600,0,25,1,Costa,1,1,0,3
018920_149_11_01,2000,1,28,1,Costa,2,1,1,2
018922_051_11_01,2200,1,28,1,Costa,1,1,1,12
018923_074_11_01,2700,0,24,1,Costa,2,1,1,5
018926_003_11_03,500,0,29,0,Costa,2,1,1,24
018926_003_11_04,2300,0,26,1,Costa,2,1,1,1
018926_003_11_05,1000,1,23,1,Costa,2,1,1,1
018926_019_11_03,1370,1,26,0,Costa,2,1,1,18
018926_019_11_04,950,0,22,0,Costa,2,1,1,18
018926_019_11_09,995,0,25,0,Costa,2,1,1,7
018926_132_11_03,1300,0,21,1,Costa,1,1,1,48
018927_008_11_03,1100,0,19,0,Costa,1,1,1,1
018927_008_11_06,1300,1,25,0,Costa,1,1,1,1
018927_024_11_05,300,0,16,1,Costa,1,1,1,3
018932_051_11_02,1400,0,19,1,Costa,2,1,1,1
018934_015_11_01,2787,0,26,0,Costa,2,1,1,2
018934_057_11_02,1800,1,29,1,Costa,2,1,1,24
018934_071_11_03,1965,0,27,1,Costa,2,1,0,3
018935_085_11_02,360,0,21,1,Costa,2,1,1,1
018935_085_11_03,400,1,18,1,Costa,1,1,1,1
018936_007_11_02,960,0,29,1,Costa,2,1,1,5
018936_064_11_04,512,0,19,1,Costa,1,1,1,2
018936_100_11_03,2784,0,28,0,Costa,2,1,1,1
018937_102_11_01,200,1,27,1,Costa,2,1,1,7
018939_112_11_03,3950,1,29,0,Costa,2,1,1,1
018939_149_11_04,516,1,16,1,Costa,1,1,1,1
018939_168_11_02,1200,0,22,1,Costa,2,1,0,2
018940_004_11_02,729,0,21,1,Costa,2,1,0,36
018940_021_11_04,1800,0,20,1,Costa,1,1,1,2
018944_032_11_03,600,0,26,1,Costa,2,1,1,5
018945_011_11_01,991,1,28,0,Costa,1,1,1,2
018945_085_11_02,90,0,24,1,Costa,2,1,1,1
018946_005_11_01,2492,0,29,0,Costa,2,1,1,1
018946_072_11_03,600,0,25,1,Costa,2,1,1,3
018946_072_11_04,480,0,22,1,Costa,2,1,1,2
018946_106_11_01,1632,0,26,0,Costa,2,1,1,4
018946_106_11_02,2520,0,21,1,Costa,1,1,1,24
018946_106_11_03,1044,0,19,0,Costa,1,1,1,1
018947_031_11_02,1050,1,21,1,Costa,2,1,1,1
018949_032_11_05,1740,0,29,0,Costa,1,1,1,12
018950_080_11_02,3100,0,24,0,Costa,2,1,1,7
018950_096_11_02,600,1,25,1,Costa,1,1,1,12
018951_008_11_02,960,0,25,1,Costa,1,1,0,2
018951_022_11_02,800,0,26,1,Costa,1,1,1,18
018952_086_11_03,913,0,26,0,Costa,2,1,1,24
018954_005_11_03,300,1,22,1,Costa,2,1,1,2
018956_059_11_06,960,0,17,1,Costa,1,1,1,8
018956_108_11_03,1040,1,23,1,Costa,2,1,1,1
018957_010_11_04,500,0,27,1,Costa,1,1,1,36
018957_047_11_08,1300,1,21,1,Costa,1,1,1,1
018957_064_11_03,2987,0,28,0,Costa,2,1,1,36
018959_010_11_03,1600,1,28,1,Costa,2,1,0,3
018960_080_11_03,1025,1,29,1,Costa,2,1,0,12
018963_007_11_02,1000,1,28,1,Costa,2,1,0,3
018963_070_11_04,1680,0,21,0,Costa,2,1,1,9
018965_006_11_03,1392,1,29,0,Costa,2,1,1,56
018965_072_11_04,1200,0,21,1,Costa,1,1,0,4
018966_020_11_03,3448,0,29,0,Costa,1,1,1,8
018966_063_11_05,70,1,25,1,Costa,2,1,1,1
018967_025_11_03,3400,1,27,0,Costa,2,1,1,2
018967_087_11_03,434,0,23,0,Costa,2,1,1,12
018967_103_11_02,685,1,29,1,Costa,2,1,1,2
018967_103_11_03,2500,1,27,1,Costa,2,1,1,1
018970_009_11_02,1200,1,25,1,Costa,2,1,1,5
018970_026_11_03,1320,1,25,0,Costa,2,1,1,10
018972_045_11_03,1550,0,21,0,Costa,2,1,1,1
018972_060_11_02,540,0,25,1,Costa,2,1,1,1
018975_036_11_01,2780,0,26,0,Costa,2,1,1,36
018975_036_11_02,1100,1,29,1,Costa,2,1,1,12
018975_082_11_05,1500,0,23,1,Costa,2,1,1,1
018977_020_11_03,1000,0,22,1,Costa,2,1,1,1
018977_033_11_02,100,0,28,1,Costa,1,1,1,1
018977_060_11_02,1200,0,27,1,Costa,2,1,1,4
018977_088_11_04,905,0,25,0,Costa,1,1,1,4
018979_016_11_03,2436,0,29,0,Costa,2,1,1,1
018979_077_11_03,2160,0,26,1,Costa,1,1,0,1
018979_077_11_04,600,1,28,1,Costa,2,1,0,48
018981_111_11_02,350,0,22,1,Costa,2,1,1,1
018982_057_11_01,3000,0,28,0,Costa,1,1,1,6
018982_057_11_02,1500,0,25,1,Costa,2,1,0,3
018982_119_11_02,1329,0,24,1,Costa,2,1,1,8
018984_069_11_01,1400,0,28,1,Costa,2,1,1,8
018985_025_11_02,1350,1,27,0,Costa,2,1,1,24
018986_094_11_03,1025,1,24,1,Costa,2,1,0,12
018988_040_11_03,900,0,27,1,Costa,2,1,1,3
018988_055_11_04,3400,0,26,1,Costa,2,1,1,36
018989_049_11_01,600,1,29,1,Costa,2,1,1,10
018993_040_11_05,2200,0,29,0,Costa,2,1,1,12
018993_071_11_01,1600,0,25,1,Costa,1,1,1,8
018993_071_11_02,900,1,25,1,Costa,1,1,1,7
018995_039_11_05,1012,1,22,0,Costa,2,1,1,60
019000_106_11_02,1169,0,26,1,Costa,1,1,1,24
019001_036_11_03,1108,0,21,0,Costa,2,1,1,8
019002_057_11_02,384,1,22,1,Costa,1,1,1,1
019003_014_11_02,1364,0,28,1,Costa,2,1,0,24
019003_014_11_03,3480,0,25,0,Costa,2,1,1,24
019004_038_11_03,1320,1,26,0,Costa,2,1,1,1
019004_048_11_02,100,0,18,1,Costa,1,1,1,4
019004_068_11_03,950,0,27,1,Costa,1,1,1,108
019004_068_11_05,50,1,29,1,Costa,1,1,1,1
019006_024_11_03,1200,0,23,1,Sierra,1,1,1,6
019013_148_11_01,2250,0,25,0,Costa,2,1,1,8
019014_004_11_03,150,0,25,0,Costa,2,1,0,12
019014_004_11_07,1800,0,28,1,Costa,2,1,0,2
019014_103_11_03,2262,1,26,0,Costa,2,1,1,2
019014_105_11_02,1400,0,29,1,Costa,2,1,0,41
019014_105_11_05,30,1,20,1,Costa,1,1,1,3
019014_107_11_02,1800,0,28,1,Costa,1,1,1,24
019014_107_11_03,600,0,26,1,Costa,1,1,1,1
019014_107_11_04,1200,1,15,1,Costa,1,1,1,1
019015_190_11_03,1050,0,29,1,Costa,2,1,1,1
019015_396_11_03,220,1,18,1,Costa,1,0,1,3
019017_052_11_03,1100,1,20,1,Sierra,1,1,1,12
019018_007_11_02,215,1,18,1,Sierra,1,1,0,7
019018_084_11_01,2530,0,25,0,Sierra,2,1,1,8
019018_084_11_02,420,1,22,1,Sierra,1,1,1,8
019022_096_11_02,1787,0,24,0,Sierra,2,1,1,3
019023_040_11_02,390,1,25,1,Sierra,1,1,0,60
019027_007_11_03,21,1,15,1,Sierra,1,1,1,6
019027_056_11_03,320,0,18,1,Sierra,1,1,1,1
019029_015_11_02,600,1,18,0,Sierra,2,1,1,1
019029_057_11_02,433,0,26,1,Sierra,2,0,1,24
019032_125_11_04,2000,0,23,1,Sierra,2,1,0,1
019037_344_11_03,40,0,18,1,Sierra,1,1,1,1
019039_022_11_03,20,0,19,1,Sierra,1,1,1,1
019040_263_11_03,2175,0,21,0,Sierra,2,1,1,6
019040_263_11_04,750,1,19,1,Sierra,1,1,1,12
019043_015_11_01,700,1,22,1,Sierra,1,1,1,11
019043_015_11_02,2400,0,24,1,Sierra,1,1,1,48
019044_071_11_01,792,0,25,0,Sierra,1,1,1,1
019045_156_11_03,750,1,23,0,Sierra,2,1,1,18
019047_033_11_01,152,1,29,1,Sierra,2,1,1,12
019048_003_11_03,1200,0,20,0,Sierra,2,1,1,1
019049_047_11_03,173,0,18,1,Sierra,1,1,1,4
019049_056_11_03,1300,0,22,1,Sierra,2,1,1,4
019049_056_11_04,495,0,18,1,Sierra,2,1,1,4
019051_033_11_03,400,0,20,1,Sierra,2,1,1,6
019051_054_11_02,68,1,26,1,Sierra,1,1,0,24
019051_054_11_06,800,0,24,0,Sierra,1,1,1,31
019051_054_11_08,70,1,17,1,Sierra,1,1,1,1
019052_035_11_06,240,0,18,1,Sierra,2,1,0,15
019053_004_11_01,3175,0,29,0,Sierra,1,1,1,22
019053_107_11_02,715,0,26,1,Sierra,2,1,1,13
019055_008_11_03,1600,0,21,1,Sierra,2,1,1,6
019055_063_11_03,1995,0,27,0,Sierra,2,1,1,10
019056_037_11_03,900,0,27,1,Sierra,2,1,1,2
019056_037_11_04,1320,0,24,1,Sierra,2,1,1,1
019056_052_11_03,413,1,19,1,Sierra,2,1,1,1
019056_082_11_04,1025,0,20,1,Sierra,2,1,1,1
019056_109_11_01,2064,0,29,1,Sierra,1,1,0,24
019058_081_11_03,1305,0,24,0,Sierra,2,1,1,4
019058_081_11_04,1200,0,23,1,Sierra,2,1,1,1
019058_098_11_02,40,1,20,1,Sierra,2,1,1,1
019059_027_11_02,40,1,19,1,Sierra,2,1,1,9
019059_080_11_03,55,1,17,1,Sierra,1,1,1,9
019059_108_11_03,4127,1,27,0,Sierra,2,1,1,2
019059_118_11_02,990,1,24,1,Sierra,1,1,1,24
019060_077_11_03,2500,0,29,1,Sierra,2,1,1,4
019062_054_11_03,1305,0,25,0,Sierra,2,1,1,7
019065_001_11_01,1760,0,27,1,Sierra,2,1,1,4
019065_041_11_02,445,1,28,1,Sierra,1,1,1,3
019069_055_11_01,1155,0,25,1,Sierra,2,1,1,1
019069_175_11_03,2050,0,20,0,Sierra,1,1,1,48
019070_001_11_01,1727,0,27,0,Sierra,1,1,1,3
019070_049_11_03,10,0,18,1,Sierra,1,1,1,1
019070_092_11_04,1305,0,28,0,Sierra,2,1,1,48
019072_084_11_01,866,0,24,1,Sierra,2,1,0,25
019073_058_11_02,1000,1,25,1,Sierra,2,1,0,2
019073_138_11_04,2280,1,26,0,Sierra,2,1,1,30
019073_158_11_01,1587,0,29,1,Sierra,1,1,1,34
019075_115_11_01,500,0,29,1,Sierra,1,1,1,1
019076_007_11_03,2880,0,24,1,Sierra,1,1,1,1
019076_007_11_07,500,1,20,1,Sierra,2,1,1,1
019076_031_11_01,960,0,29,1,Sierra,1,1,1,9
019076_031_11_02,141,1,26,1,Sierra,1,1,1,8
019076_066_11_04,300,1,20,1,Sierra,2,1,1,1
019077_015_11_02,700,1,21,1,Sierra,1,1,1,4
019077_015_11_03,240,0,15,1,Sierra,1,0,1,1
019077_045_11_02,240,0,22,1,Sierra,2,1,1,1
019077_045_11_03,40,0,19,1,Sierra,2,1,0,1
019077_056_11_02,450,1,22,1,Sierra,2,1,1,2
019079_015_11_05,1218,0,26,0,Sierra,2,1,1,2
019079_071_11_03,150,0,19,1,Sierra,1,1,1,1
019079_092_11_03,25,1,19,1,Sierra,1,1,1,31
019080_046_11_02,180,1,23,1,Sierra,2,1,1,2
019080_046_11_04,1236,0,27,0,Sierra,2,1,1,84
019080_099_11_03,140,0,19,1,Sierra,2,1,0,2
019080_117_11_03,2000,1,28,0,Sierra,2,1,1,1
019081_004_11_03,930,0,26,1,Sierra,2,1,1,9
019081_040_11_01,350,1,29,1,Sierra,2,1,1,9
019081_145_11_03,370,0,20,1,Sierra,1,1,1,12
019081_162_11_01,2100,0,28,0,Sierra,2,1,1,20
019083_014_11_02,1395,0,24,0,Sierra,1,1,1,28
019083_014_11_03,1695,0,23,0,Sierra,1,1,1,12
019083_014_11_04,1300,1,20,1,Sierra,1,1,1,1
019083_086_11_03,400,1,28,1,Sierra,2,1,1,8
019083_140_11_02,1559,0,27,1,Sierra,1,1,0,14
019084_012_11_01,87,1,27,1,Sierra,2,1,1,8
019084_020_11_02,1175,1,23,0,Sierra,2,1,1,12
019084_040_11_03,410,0,26,1,Sierra,2,1,0,12
019085_017_11_02,1400,1,29,1,Sierra,2,1,1,2
019085_125_11_03,500,0,20,1,Sierra,2,1,0,12
019086_038_11_02,100,0,16,1,Sierra,1,1,1,3
019086_048_11_03,276,0,24,1,Sierra,1,1,1,36
019088_106_11_01,1049,0,23,0,Sierra,2,1,1,5
019089_076_11_03,1050,0,21,1,Sierra,2,1,1,1
019090_111_11_02,3102,1,28,0,Sierra,2,1,1,12
019090_129_11_03,1815,1,24,0,Sierra,2,1,1,6
019091_027_11_03,1200,1,21,1,Sierra,2,1,1,3
019091_095_11_03,1827,1,28,0,Sierra,2,1,1,3
019092_093_11_03,25,1,17,1,Sierra,1,0,1,1
019093_052_11_02,250,1,23,1,Sierra,2,1,1,5
019094_036_11_02,30,0,20,1,Sierra,1,1,1,1
019095_012_11_03,435,1,22,1,Sierra,2,1,1,18
019095_025_11_03,40,0,23,1,Sierra,2,1,1,1
019100_108_11_03,2100,0,27,0,Sierra,2,1,1,10
019100_108_11_04,11,0,20,1,Sierra,2,1,0,36
019100_108_11_05,892,0,19,0,Sierra,2,1,1,1
019101_044_11_03,1044,1,25,0,Sierra,2,1,1,34
019101_044_11_04,25,0,16,1,Sierra,1,1,1,1
019104_006_11_04,1000,1,20,1,Sierra,2,1,1,1
019104_034_11_03,1560,0,19,1,Sierra,1,1,1,1
019105_027_11_02,605,1,27,1,Sierra,2,1,1,3
019105_049_11_03,1044,0,23,0,Sierra,2,1,1,1
019106_093_11_04,3500,0,23,1,Sierra,1,1,1,5
019107_069_11_04,320,1,19,1,Sierra,1,1,1,1
019107_107_11_02,25,1,27,1,Sierra,1,1,1,132
019108_071_11_02,1500,0,18,1,Sierra,2,1,1,4
